,Acidaminococcus_fermentans,Actinomyces_odontolyticus,Adlercreutzia_equolifaciens,Akkermansia_muciniphila,Alistipes_finegoldii,Alistipes_shahii,Anaerostipes_hadrus,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_fragilis,Bacteroides_ovatus,Bacteroides_thetaiotaomicron,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Bifidobacterium_adolescentis,Bifidobacterium_angulatum,Bifidobacterium_animalis,Bifidobacterium_bifidum,Bifidobacterium_breve,Bifidobacterium_catenulatum,Bifidobacterium_dentium,Bifidobacterium_kashiwanohense,Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,Blautia_hansenii,Blautia_obeum,Blautia_torques,Clostridioides_difficile,Clostridium_perfringens,Clostridium_sporogenes,Collinsella_aerofaciens,Coprococcus_catus,Desulfovibrio_piger,Eggerthella_lenta,Enterococcus_faecium,Enterococcus_hirae,Erysipelatoclostridium_innocuum,Eubacterium_hallii,Eubacterium_limosum,Faecalibacterium_prausnitzii,Faecalitalea_cylindroides,Finegoldia_magna,Flavonifractor_plautii,Gordonibacter_pamelaeae,Haemophilus_parainfluenzae,Lachnoclostridium_bolteae,Lactobacillus_acidophilus,Lactobacillus_amylovorus,Lactobacillus_delbrueckii,Lactobacillus_fermentum,Lactobacillus_gasseri,Lactobacillus_mucosae,Lactobacillus_paracasei,Lactobacillus_plantarum,Lactobacillus_reuteri,Lactobacillus_rhamnosus,Lactobacillus_ruminis,Lactobacillus_sakei,Lactobacillus_salivarius,Lactococcus_garvieae,Lactococcus_lactis,Leuconostoc_mesenteroides,Methanobrevibacter_smithii,Methanosphaera_stadtmanae,Oxalobacter_formigenes,Pediococcus_pentosaceus,Porphyromonas_asaccharolytica,Prevotella_denticola,Prevotella_enoeca,Prevotella_intermedia,Prevotella_melaninogenica,Prevotella_ruminicola,Propionibacterium_freudenreichii,Ruminococcus_bicirculans,Ruminococcus_champanellensis,Streptococcus_australis,Streptococcus_equinus,Streptococcus_infantarius,Streptococcus_lutetiensis,Streptococcus_mutans,Streptococcus_parasanguinis,Streptococcus_thermophilus,Veillonella_atypica,sample
Blautia_torques,,,,,0.005180378758346649,,1.3700923453046988e-10,1.2857800218857253e-10,2.085703925282056e-10,-0.0009451594569442889,2.2521792194392114e-10,8.620587055622356e-10,-2.0112663116061194e-10,-2.764804971662178e-11,,,,,,,,,,,,-0.00428244725238347,-1.4174402630965067e-10,,,,,-0.006578323015276055,,,,,,0.0018653866176188139,,0.0012040023205797112,1.8170054909305857e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1021719364970974e-10,,,,,,,,,,ERR321172
Bacteroides_dorei,,,,,0.0005017271135479007,,1.054156350306875e-10,6.093722246385312e-11,-5.029038094295268e-11,-0.0005335257031255924,1.6530105424711792e-10,2.9055749615012556e-10,-1.863376398050207e-10,3.83440329856231e-11,,,,,,,,,,,,-0.0010667890067788122,-7.139893177067924e-11,,,,,-0.0012042105080123378,,,,,,0.00017064334570204842,,-0.00031874545098897755,8.445054268664559e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.127516888536964e-11,,,,,,,,,,ERR321172
Faecalitalea_cylindroides,,,,,0.0039896917965549505,,-6.5163392015128e-10,-5.305636766138278e-10,-3.8073993066150657e-11,-0.0014146491701494401,-1.3315045442050847e-10,-2.2337922709598484e-09,-6.207340809533765e-10,-7.947895794531417e-11,,,,,,,,,,,,-0.00023721113994934484,-1.3191975865143394e-10,,,,,-0.002404100705929224,,,,,,0.001483665935091416,,0.002970995951727673,-8.94513124604849e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4336238657118016e-10,,,,,,,,,,ERR321172
Bacteroides_fragilis,,,,9.862864812692694e-11,1.0313694431210831,0.16299163340750233,4.747458648136822e-09,0.1701007444822533,,-1.7547464214066804,0.6192766335164808,,,4.949744541181193e-09,0.1866254832860852,,,,,,,,,,,0.03316089005038281,0.0017933506867815877,,,,,0.0250774492749683,,,,,,0.014606540184452954,,0.19350233552326168,,,,,,0.00020952197178911812,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1345749446186262e-08,0.002240992541837999,,,,,,,,,ERR321182
Bifidobacterium_adolescentis,,,,6.320854171231956e-13,-0.00047355135722026986,-7.483730486823603e-05,1.1413261001722828e-11,2.2059196154462932e-11,,0.0085009677620691,0.0039437609471081325,,,3.1073681100002045e-12,-0.0809040568974231,,,,,,,,,,,-0.0006136239116845688,8.015805043899713e-12,,,,,-0.0004640443089634072,,,,,,-0.00027028590337935254,,-0.003580653591473748,,,,,,3.4623917067601755e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.960860346158205e-11,1.3150055295567265e-09,,,,,,,,,ERR321182
Bacteroides_xylanisolvens,,,,1.0060896338772545e-10,0.00044071427671799057,6.96484863871305e-05,1.47893458608338e-09,4.926780789611398e-10,,-0.00041889819992535493,-0.0002446630135350403,,,-1.3288087495797932e-12,-8.349995017853384e-05,,,,,,,,,,,8.624863060896493e-05,1.410642798269891e-09,,,,,6.522511968559686e-05,,,,,,3.799087056446937e-05,,0.0005032829181148557,,,,,,2.2950187495503647e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.546455716004669e-09,4.247584344474073e-08,,,,,,,,,ERR321182
Coprococcus_catus,,,,1.025522097316e-11,0.015033555083270311,0.002375815663677616,1.8409275361062475e-11,1.2486117323791704e-10,,-0.005527753612942554,-0.004340087467573139,,,2.0984006453109743e-11,-0.001575487419786234,,,,,,,,,,,0.0023751582084412526,1.0860754782800276e-11,,,,,-0.267809522304064,,,,,,0.0010461976319786626,,0.01385965998681371,,,,,,-2.1409524148381282e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.169681157396986e-12,-1.335253489080187e-09,,,,,,,,,ERR321182
Alistipes_shahii,,,,3.018327230100308e-11,0.055012909730213444,-0.5507490424509756,2.599518980178755e-09,5.7938991954500945e-11,,0.015749024159362746,0.0005668106071258783,,,7.497511431022586e-11,-0.003651616069918401,,,,,,,,,,,0.0063635443313735385,3.255284808743298e-09,,,,,0.004812340466551324,,,,,,0.002802981578476693,,0.03713292022779591,,,,,,8.63186367338811e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2935781842177444e-08,1.7588615804266125e-07,,,,,,,,,ERR321182
Bacteroides_cellulosilyticus,,,,2.2528550276320293e-10,-0.00031451120988235104,-4.970364895295898e-05,2.3045921327189512e-11,-4.856920152015015e-13,,0.00029988501175970406,0.00017502135998187507,,,6.43484448766473e-11,-0.0003983737628109052,,,,,,,,,,,-6.161151778771856e-05,1.2211561235126366e-11,,,,,-4.659279633445479e-05,,,,,,-2.7138288020589485e-05,,-0.00035951900879371834,,,,,,-2.852641648661459e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4156417476319847e-10,-1.3189707737632635e-09,,,,,,,,,ERR321182
Eubacterium_hallii,,,,2.6352048127561844e-10,0.006113389537537817,0.0009661245687452302,1.8406382051288392e-10,8.157956266098137e-10,,-0.0028584850472526124,-0.0020440742493962327,,,1.0128718677540333e-10,-0.0006652524173803437,,,,,,,,,,,0.0010053690092750034,1.6847057290075867e-10,,,,,0.0007602959422695066,,,,,,-0.15598757138367447,,0.005866587156947656,,,,,,4.4089950307724334e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3262482533254696e-10,-8.911246514332294e-10,,,,,,,,,ERR321182
Faecalibacterium_prausnitzii,,,,6.607613052403818e-11,-1.612539724941618,-0.25483640717646977,8.635246584991533e-08,0.18955877181908995,,-0.3395828450166172,0.039186597514064,,,0.021794813135193766,0.031968660566431883,,,,,,,,,,,-0.19442607286486283,0.00514257179362119,,,,,-0.1470319376459921,,,,,,-0.08563980221898906,,-2.066468881164645,,,,,,0.0013615277699893385,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.597655784738014e-07,0.002818011287885343,,,,,,,,,ERR321182
Bacteroides_ovatus,,,,2.4342854239434518e-09,-0.008358679214325981,-0.0013209434265494258,4.019686314997973e-08,1.3742564922864107e-10,,0.16017352003582142,-0.3820425208905913,,,1.0461906423515864e-09,-0.02876031546020822,,,,,,,,,,,-0.011486105741199737,1.8771248333490264e-08,,,,,-0.008686190385567227,,,,,,-0.005059340185056993,,-0.0670243896674727,,,,,,2.429905365472898e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.789269039903093e-08,3.431537712674672e-07,,,,,,,,,ERR321182
Blautia_obeum,,,,8.155293833863743e-12,0.02615679932845527,0.004133668601987273,1.1695511215950208e-10,7.437613618467e-11,,-0.00946989245232821,-0.007483712634840378,,,9.694567344532335e-12,-0.002686755490058562,,,,,,,,,,,-0.3541349883437047,8.187378760418639e-11,,,,,0.003117929564863675,,,,,,0.001816060407301312,,0.02405853316461526,,,,,,5.116989235662559e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.577223342106368e-10,4.6374661473276947e-10,,,,,,,,,ERR321182
Alistipes_finegoldii,,,,9.539985522866485e-10,-3.4849993318915584,0.9406227658326236,1.8352275833557635e-08,6.6644190583643905e-09,,1.6073665442703862,0.01717988186667002,,,1.0824813033672618e-09,-0.05517659679673827,,,,,,,,,,,0.6947407735311083,1.596441159821208e-08,,,,,0.5253877833845664,,,,,,0.30601587508406874,,4.053991358379413,,,,,,1.4373219019387193e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.546040113780851e-08,1.961866200936065e-07,,,,,,,,,ERR321182
Ruminococcus_champanellensis,,,,2.968574000646392e-12,0.0001979740663653473,3.128666217511178e-05,6.170379050138587e-11,2.785242477423587e-10,,-0.00019026342731276458,-0.00011086105544105829,,,2.112260973852329e-11,-2.0330154435463377e-05,,,,,,,,,,,3.887908263316975e-05,4.130908618400214e-11,,,,,2.940173184740047e-05,,,,,,1.712549142390829e-05,,0.000226869672121488,,,,,,2.876509056743394e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6178613614898966e-10,-1.693356407694808e-09,,,,,,,,,ERR321182
Anaerostipes_hadrus,,,,5.691667273091341e-11,-0.0006791650092621282,-0.00010733042063515441,-3.148334989830412e-11,4.292842935119173e-12,,0.0006059804290274862,0.00035890147479406,,,1.7410113725716826e-10,-0.002500205741683678,,,,,,,,,,,-0.00013035389926152607,7.365847496892618e-09,,,,,-9.857638601695751e-05,,,,,,-5.741756623495187e-05,,-0.0007606489437432806,,,,,,1.6057419528569102e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.665772391768171e-08,2.9281941392421516e-07,,,,,,,,,ERR321182
Ruminococcus_bicirculans,,,,3.127313570865683e-11,-0.0001384275708598004,-2.1876278872623445e-05,5.83714060003257e-11,1.169919280559977e-10,,0.00013799036304917855,7.978127912089406e-05,,,9.974063835532587e-12,3.570467745526995e-05,,,,,,,,,,,-2.750569632203881e-05,4.6887570010389865e-11,,,,,-2.08007732676041e-05,,,,,,-1.2115482542401912e-05,,-0.0001605028131654862,,,,,,-4.754932508368715e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.384366788298675e-10,-1.0256634777668284e-09,,,,,,,,,ERR321182
Blautia_torques,,,,1.5802000856300315e-09,-0.0008347562460295777,-0.00013190030144527576,5.6885476623833826e-08,2.8828506938051297e-11,,0.0007923011939825475,0.0004628995816215453,,,2.1565378315169352e-09,-0.0036049756657542814,,,,,,,,,,,-0.00016328857070690983,-3.199779181488361e-11,,,,,-0.00012345307199668198,,,,,,-7.192289895108228e-05,,-0.0009528408798766819,,,,,,4.1217324515506503e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.966782695380386e-07,1.0976892512366834e-06,,,,,,,,,ERR321182
Lachnoclostridium_bolteae,,,,3.3013390198038275e-12,0.7190877339529291,0.11364044672250584,-1.4347943043650718e-11,8.013778010281031e-12,,-1.4065597897823974,-0.3820425208718956,,,-3.3924492225712977e-13,-0.08090405669277682,,,,,,,,,,,0.18751473078122594,-1.860320343437104e-11,,,,,0.14180533447430327,,,,,,0.08259553112858364,,1.0941967574007467,,,,,,-5.113660459380985e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.72703769504024e-11,-1.351458142743624e-09,,,,,,,,,ERR321182
Akkermansia_muciniphila,,,,-1.5594005370670942e-12,0.00018958362555432373,2.996068813121422e-05,2.6805037764988418e-11,2.594917528627753e-11,,-0.00018297142116274756,-0.00010651539325184922,,,4.639421361643436e-12,-1.0600524432968772e-05,,,,,,,,,,,3.7281308632342025e-05,3.1174935762278877e-12,,,,,2.8193457107028586e-05,,,,,,1.6421485513423706e-05,,0.00021754604002177658,,,,,,-1.5386229813859576e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7736292707265855e-11,-9.845016032194702e-10,,,,,,,,,ERR321182
Bacteroides_fragilis,,,,,0.2749062144076664,0.39285770144783294,2.179687324575711e-08,1.57284737587533e-08,3.9773923198260055e-09,-2.348129996648667,1.1218905363629443,0.0003278053915505626,2.4739258971486194e-07,4.35302819430895e-09,,,,,,,,,,,5.0192686937786596e-08,0.14776401969504516,1.1741630566562789e-08,,,,,-0.2467391587938154,,,,,,0.40508100152190174,,0.3040817906106512,3.8786565845619925e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3301286377439496e-08,,,,,,,,,1.6200543796089561e-07,ERR321168
Bacteroides_xylanisolvens,,,,,0.0001698493544739499,0.0002427244321379085,1.664488794288669e-11,7.039846021043236e-10,1.346819028231033e-10,0.00018125775138244649,8.66609848843014e-06,2.2163021623084766e-10,3.08031171978772e-10,-5.953169263630523e-13,,,,,,,,,,,9.206092452006053e-11,-0.0005303816034372133,1.3794371879242244e-10,,,,,-0.0008728185700082325,,,,,,0.00033192890897471017,,4.182740251135186e-05,2.5331235379133566e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1406467217636677e-10,,,,,,,,,4.5094315444955094e-12,ERR321168
Coprococcus_catus,,,,,-0.06201659058105191,-0.08862549110243645,1.8946964533739203e-11,6.736589350413252e-11,1.534007755533986e-11,-0.0490144902873606,0.03617452941746008,2.5884346724917813e-09,2.1754743538441113e-11,1.8880711320248487e-11,,,,,,,,,,,5.087153415882961e-11,0.24917182459895404,2.2910969730321516e-11,,,,,-0.24697722002746983,,,,,,-0.12588933578956718,,-0.0005815605166685778,2.5632591325168882e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4063604242424702e-11,,,,,,,,,1.5858201243742343e-10,ERR321168
Alistipes_shahii,,,,,0.49700250568709414,-2.9548770274136196,9.94439045671755e-11,4.420619238922762e-11,2.023816719932984e-11,0.5075973755823209,-0.026921139108627146,5.70758873043808e-09,1.9152624788578416e-10,1.3441984835476996e-11,,,,,,,,,,,2.466522853324194e-10,0.047015847892926566,6.907592354949914e-11,,,,,-0.24697721930393707,,,,,,0.9775018934593405,,0.6352583362086857,3.2646518775004455e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.108504977262542e-11,,,,,,,,,8.314840942167056e-10,ERR321168
Bacteroides_cellulosilyticus,,,,,-0.0022167922340012858,-0.003167931952531511,4.169261269055638e-10,-3.63777008167253e-12,6.175973486456757e-10,-0.001067168608639868,0.0028623761223831035,3.1316454048297104e-08,3.2842213225258818e-09,2.006294934799485e-10,,,,,,,,,,,2.7647916972877625e-10,-0.002897961458048215,1.9799453753051832e-10,,,,,-0.008890128203216274,,,,,,-0.004687137895257987,,-0.0038966596673106757,1.4804452670919483e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.782649390549038e-10,,,,,,,,,6.651731056032275e-10,ERR321168
Eubacterium_hallii,,,,,-0.49754361009865344,-0.7110201721071951,4.491270975311886e-10,1.1398140791304888e-09,6.835115652278417e-10,-0.3939062836407281,0.2886718676076644,4.4347118628102933e-08,9.081970447699685e-10,2.8987234232801436e-10,,,,,,,,,,,1.0297374142169246e-09,-0.3898049815047431,5.46967796537832e-10,,,,,0.625108210451669,,,,,,-4.0021477541376695,,-0.7648499121116594,1.370438593382118e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46937687457374e-10,,,,,,,,,1.9656292055991437e-10,ERR321168
Faecalibacterium_prausnitzii,,,,,-1.2043667357409151,-1.7211135326384783,4.205776403423275e-11,6.55122607389987e-11,2.0139204217584513e-11,-1.128931390607586,0.2967769325191292,0.012482195158874521,0.20955735216329305,1.182979849288616e-11,,,,,,,,,,,3.717677996283605e-11,-1.0318430799112335,1.3049146516727645e-11,,,,,1.375254023597892,,,,,,-2.3963798939068512,,-3.8870111583251163,4.072343454451514e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53844232175542e-12,,,,,,,,,2.5860259003309843e-11,ERR321168
Bacteroides_ovatus,,,,,0.01358646799197194,0.019415859196479257,1.279015453971062e-08,9.639109901028574e-09,1.8450199108970758e-09,0.5139036680147395,-0.42981863699899214,0.010740205442356059,0.07276875791188514,2.6529934786896406e-09,,,,,,,,,,,3.028071337768651e-08,-0.04267857950362686,8.239525899149853e-09,,,,,0.06783421237233236,,,,,,-0.10995837875953907,,-0.08335975891700409,2.972462318404236e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.246552660440859e-09,,,,,,,,,9.39146293564111e-08,ERR321168
Blautia_hansenii,,,,,0.0007807431449786684,0.0011157293348200703,1.1544139593257423e-11,1.797191984789006e-10,1.7782802924584326e-11,0.0005050814755107602,-0.0007119926240254926,-6.836580055295998e-10,-6.897295126128341e-12,2.3677741301646313e-11,,,,,,,,,,,-1.2914944066590083e-11,4.258874005458324e-05,3.3986765145238024e-11,,,,,-0.0015888487995184275,,,,,,0.0016154613158851916,,0.0010386799602701835,9.082978740048834e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.711774522159388e-12,,,,,,,,,-5.427688050784183e-13,ERR321168
Blautia_obeum,,,,,0.543165920647291,0.7762172335176176,8.359912538220444e-12,5.540728150978452e-10,1.56325394567496e-10,0.42993421398498155,-0.31535096843355515,-2.397473566787883e-11,1.446858899804397e-10,8.944547473229775e-11,,,,,,,,,,,3.7835312508214033e-10,-4.233383174709109,1.6674902863673306e-10,,,,,3.501217773557651,,,,,,1.1024122376378696,,2.148930915011919,8.920719786465139e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1246598377445522e-10,,,,,,,,,7.197816605405282e-11,ERR321168
